video_name,frame_id,shed_decision
seed335500-0-train,131,True
seed949563-3-train,132,True
seed949563-1-train,132,True
seed949563-0-train,132,True
seed10484-3-train,132,True
seed949563-2-train,132,True
seed10484-1-train,132,True
seed335500-0-train,132,True
seed949563-3-train,133,True
seed335500-0-train,122,False
seed949563-1-train,133,True
seed949563-3-train,128,False
seed949563-1-train,128,True
seed949563-0-train,128,True
seed10484-3-train,128,True
seed949563-2-train,128,True
seed10484-1-train,128,True
seed335500-0-train,128,True
seed949563-1-train,130,True
seed949563-0-train,134,True
seed10484-3-train,134,True
seed949563-2-train,134,True
seed10484-1-train,134,True
seed335500-0-train,134,True
seed949563-3-train,135,True
seed949563-1-train,135,True
seed949563-0-train,135,True
seed10484-3-train,135,True
seed949563-2-train,135,True
seed10484-1-train,135,True
seed335500-0-train,135,True
seed949563-3-train,136,True
seed949563-1-train,136,True
seed949563-0-train,136,True
seed10484-3-train,136,True
seed949563-2-train,136,True
seed10484-1-train,136,True
seed335500-0-train,136,True
seed949563-3-train,137,True
seed949563-1-train,137,True
seed949563-0-train,137,True
seed10484-3-train,137,True
seed949563-2-train,137,True
seed10484-1-train,137,True
seed335500-0-train,137,True
seed949563-3-train,138,True
seed949563-1-train,138,True
seed949563-0-train,138,True
seed10484-3-train,138,True
seed949563-2-train,138,True
seed949563-1-train,131,False
seed949563-0-train,133,True
seed10484-3-train,133,True
seed949563-2-train,133,True
seed10484-1-train,133,True
seed335500-0-train,133,True
seed949563-3-train,134,True
seed949563-1-train,134,True
seed10484-1-train,138,True
seed335500-0-train,138,True
seed949563-3-train,139,True
seed949563-1-train,139,True
seed949563-0-train,139,True
seed10484-3-train,139,True
seed949563-2-train,139,True
seed10484-1-train,139,False
seed949563-3-train,141,True
seed949563-1-train,141,True
seed949563-0-train,141,True
seed10484-3-train,141,True
seed949563-2-train,141,True
seed10484-1-train,141,True
seed335500-0-train,141,True
seed949563-3-train,142,True
seed949563-1-train,142,True
seed949563-0-train,142,True
seed10484-3-train,142,True
seed949563-2-train,142,True
seed10484-1-train,142,True
seed335500-0-train,142,True
seed949563-3-train,143,True
seed949563-1-train,143,True
seed949563-0-train,143,True
seed10484-3-train,143,True
seed949563-2-train,143,True
seed10484-1-train,143,True
seed335500-0-train,143,True
seed335500-0-train,139,False
seed949563-3-train,140,True
seed949563-1-train,140,True
seed949563-0-train,140,True
seed10484-3-train,140,False
seed949563-2-train,140,True
seed10484-1-train,140,True
seed335500-0-train,140,True
seed949563-3-train,144,False
seed949563-1-train,144,False
seed949563-0-train,144,False
seed10484-3-train,144,False
seed10484-1-train,145,True
seed335500-0-train,145,True
seed949563-3-train,146,True
seed949563-0-train,146,True
seed10484-3-train,146,True
seed10484-1-train,146,True
seed335500-0-train,146,True
seed949563-3-train,147,True
seed949563-0-train,147,True
seed10484-3-train,147,True
seed10484-1-train,147,True
seed335500-0-train,147,True
seed949563-3-train,148,True
seed949563-1-train,147,True
seed949563-0-train,148,True
seed10484-3-train,148,True
seed949563-2-train,148,True
seed10484-1-train,148,True
seed335500-0-train,148,True
seed949563-3-train,149,True
seed949563-1-train,148,True
seed949563-2-train,144,False
seed949563-0-train,149,True
seed10484-1-train,144,False
seed949563-1-train,145,True
seed949563-2-train,145,True
