video,segment_id,frame_id,threshold,utility,shed_decision,useful_gt,shedder_begin,shedder_end,filter_begin,filter_end,detection_begin,detection_end,det_filter_begin,det_filter_end,det_sink_begin,det_sink_end
test_video-train-or-red-red_model-0.33-3000,1,411,0.0007582461218582154,-0.00022716822157434403,true,false,1639510770574115179,1639510770795084249,1639510770795150451,1639510770813043958,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,414,0.0007487412661974963,-0.00022135156924848838,true,false,1639510770857267213,1639510771086961931,1639510771087059134,1639510771107498814,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,417,0.000776735604988766,-0.0002230211778357993,true,false,1639510771152133980,1639510771379779640,1639510771379818341,1639510771390380040,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,420,0.000776735604988766,-0.00022135156924848838,true,false,1639510771448554191,1639510771663313385,1639510771663351986,1639510771673219366,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,423,0.0007487412661974963,-0.00022244039351851862,true,false,1639510771725852259,1639510771957227925,1639510771957301827,1639510771958834770,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,426,0.0007081545111483615,-0.0002210969226344551,true,false,1639510772011296859,1639510772235701626,1639510772235824230,1639510772245541606,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,429,0.0006957678818646061,-0.00022263365189690136,true,false,1639510772298191100,1639510772525601452,1639510772525641754,1639510772536051149,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,432,0.0006706785443693664,-0.00022135156924848838,true,false,1639510772587844319,1639510772820857430,1639510772820910032,1639510772834732324,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,435,0.0006832763093795495,-0.00022276267748478696,true,false,1639510772883045195,1639510773109154411,1639510773109213613,1639510773119721411,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,438,0.0007081545111483615,-0.00022135156924848838,true,false,1639510773171425178,1639510773399131839,1639510773399179541,1639510773408969919,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,441,0.0007081545111483615,-0.00022289185271093066,true,false,1639510773461708815,1639510773694817230,1639510773694888332,1639510773705342528,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,444,0.0007294940167727948,-0.00022135156924848838,true,false,1639510773757125898,1639510773979945520,1639510773979984221,1639510773989797400,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,447,0.0007197496240906925,-0.00022276267748478696,true,false,1639510774042279789,1639510774268502608,1639510774268628212,1639510774285267584,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,450,0.0007081545111483615,-0.00022135156924848838,true,false,1639510774331361092,1639510774558138527,1639510774558261831,1639510774568037008,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,453,0.0007081545111483615,-0.00022289185271093066,true,false,1639510774620756504,1639510774849398792,1639510774849455394,1639510774858900162,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,456,0.0007081545111483615,-0.00022135156924848838,true,false,1639510774911537355,1639510775136715945,1639510775136768646,1639510775146869233,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,459,0.0006957678818646061,-0.00022317560127499273,true,false,1639510775199202918,1639510775419918081,1639510775420055285,1639510775430437880,,,,,,
test_video-train-or-red-red_model-0.33-3000,1,462,0.0006832763093795495,-0.00022259512195121943,true,false,1639510775482479356,1639510775709730005,1639510775710064114,1639510775720471310,,,,,,
